formula,proto_uid,proto_formula,proto_layergroup,proto_lgnum,proto_international,proto_bravais_type,proto_gap_hse,proto_ehull,proto_dyn_stab,substitution,s_chem_rf,src_en,tgt_en,substitution_en_delta,src_radius,tgt_radius,substitution_radius_delta,substitution_radius_delta_frac,substitution_risk,needs_relaxation,reduced_formula,candidate_layergroup,candidate_layergroup_norm,exists_same_formula,exists_same_formula_layergroup,novelty_class,matched_c2db_uids,matched_c2db_layergroups,matched_same_lg_uids,matched_same_lg_gap_hse,matched_same_lg_gap_pbe,matched_same_lg_ehull,matched_same_lg_dyn_stab,candidate_index,gap_pred,is_uwbg,gap_bin
SrBr2,2CaBr2-1,CaBr2,pmmn,46,Pmmn,Rectangular (op),5.946412070601797,0.05904275854528329,Yes,Ca→Sr,0.995,1.0,0.95,0.050000000000000044,1.94,2.19,0.25,0.1288659793814433,low,False,SrBr2,pmmn,pmmn,True,True,known_material,2SrBr2-1;1SrBr2-2;1SrBr2-1;1SrBr2-3,pmmn;p-6m2;p-3m1;p-4m2,2SrBr2-1,5.740809129410286,4.628604136007789,0.05414742903060107,Yes,103,5.890073299407959,True,4-6
CaF2,2CaBr2-1,CaBr2,pmmn,46,Pmmn,Rectangular (op),5.946412070601797,0.05904275854528329,Yes,Br→F,0.97,2.96,3.98,1.02,0.94,0.42,0.52,0.5531914893617021,high,True,CaF2,pmmn,pmmn,True,False,known_composition_new_layergroup,1CaF2-2;1CaF2-3;1CaF2-1,p-4m2;p-6m2;p-3m1,,,,,,104,9.681747436523438,True,8-10
CaI2,2CaBr2-1,CaBr2,pmmn,46,Pmmn,Rectangular (op),5.946412070601797,0.05904275854528329,Yes,Br→I,0.945,2.96,2.66,0.2999999999999998,0.94,1.15,0.20999999999999996,0.2234042553191489,medium,True,CaI2,pmmn,pmmn,True,True,known_material,1CaI2-2;1CaI2-3;1CaI2-1;2CaI2-1,p-6m2;p-4m2;p-3m1;pmmn,2CaI2-1,4.6520030673140225,3.449658670055185,0.0711230888454774,Yes,105,3.507722854614258,True,2-4
BaI2,1MgI2-1,MgI2,p-3m1,72,P-3m1,Hexagonal (hp),4.200995867411706,0.0012461386178583094,Yes,Mg→Ba,0.985,1.31,0.89,0.42000000000000004,1.45,2.53,1.0799999999999998,0.7448275862068965,high,True,BaI2,p-3m1,p-3m1,True,True,known_material,1BaI2-1;1BaI2-2;1BaI2-3;2BaI2-1,p-3m1;p-6m2;p-4m2;pmmn,1BaI2-1,4.873623187282922,3.8728610404507675,0.02119508395719431,Yes,106,0.9416061639785767,False,0-2
MgCl2,1MgI2-1,MgI2,p-3m1,72,P-3m1,Hexagonal (hp),4.200995867411706,0.0012461386178583094,Yes,I→Cl,0.915,2.66,3.16,0.5,1.15,0.79,0.3599999999999999,0.3130434782608695,high,True,MgCl2,p-3m1,p-3m1,True,True,known_material,1MgCl2-1;1MgCl2-3;1MgCl2-2;2MgCl2-1;4MgCl2-1,p-3m1;p-6m2;p-4m2;pmma;pmmn,1MgCl2-1,7.294068617459455,5.94118234136039,2.9605947323337506e-16,Yes,107,6.143604278564453,True,6-8
VBr2,1VCl2-1,VCl2,p-3m1,72,P-3m1,Hexagonal (hp),3.893584354339626,0.0,Yes,Cl→Br,0.68,3.16,2.96,0.20000000000000018,0.79,0.94,0.1499999999999999,0.18987341772151886,medium,True,VBr2,p-3m1,p-3m1,True,True,known_material,2VBr2-1;1VBr2-2;1VBr2-1;1VBr2-3,p2_1/m11;p-4m2;p-3m1;p-6m2,1VBr2-1,3.6647880392871413,1.2515456308077084,0.0,Yes,108,3.4226880073547363,True,2-4
NbCl2,1VCl2-1,VCl2,p-3m1,72,P-3m1,Hexagonal (hp),3.893584354339626,0.0,Yes,V→Nb,0.555,1.63,1.6,0.029999999999999805,1.71,1.98,0.27,0.15789473684210528,medium,True,NbCl2,p-3m1,p-3m1,True,True,known_material,2NbCl2-1;1NbCl2-3;1NbCl2-2;1NbCl2-1,p2_1/m11;p-4m2;p-6m2;p-3m1,1NbCl2-1,,0.0,0.1903044589367937,No,109,2.482917308807373,False,2-4
BaF2,1BaBr2-2,BaBr2,p-6m2,78,P-6m2,Hexagonal (hp),5.327696974309628,0.16706268783939096,Yes,Br→F,0.975,2.96,3.98,1.02,0.94,0.42,0.52,0.5531914893617021,high,True,BaF2,p-6m2,p-6m2,True,True,known_material,1BaF2-3;1BaF2-2;1BaF2-1,p-4m2;p-6m2;p-3m1,1BaF2-2,,,0.372762883262362,Unknown,110,8.177170753479004,True,8-10
ZnF2,1ZnBr2-1,ZnBr2,p-4m2,59,P-4m2,Square (tp),4.506822120290835,1.4802973661668753e-16,Yes,Br→F,0.765,2.96,3.98,1.02,0.94,0.42,0.52,0.5531914893617021,high,True,ZnF2,p-4m2,p-4m2,True,True,known_material,1ZnF2-2;1ZnF2-3;1ZnF2-1;4ZnF2-1,p-4m2;p-6m2;p-3m1;p2_1/m11,1ZnF2-2,6.911133958319651,4.424517187411544,0.11176624088838061,Yes,111,6.77439022064209,True,6-8
ZnCl2,1ZnBr2-1,ZnBr2,p-4m2,59,P-4m2,Square (tp),4.506822120290835,1.4802973661668753e-16,Yes,Br→Cl,0.845,2.96,3.16,0.20000000000000018,0.94,0.79,0.1499999999999999,0.1595744680851063,medium,True,ZnCl2,p-4m2,p-4m2,True,True,known_material,4ZnCl2-1;4ZnCl2-2;1ZnCl2-1;1ZnCl2-2;1ZnCl2-3,pm2a;pmma;p-4m2;p-3m1;p-6m2,1ZnCl2-1,5.696369521544278,4.2130547053809835,0.0,Yes,112,5.730971336364746,True,4-6
PbF2,2PbCl2-1,PbCl2,pmmn,46,Pmmn,Rectangular (op),3.649287539446611,0.031933294842669824,Yes,Cl→F,0.505,3.16,3.98,0.8199999999999998,0.79,0.42,0.37000000000000005,0.4683544303797469,high,True,PbF2,pmmn,pmmn,True,True,known_material,1PbF2-2;1PbF2-3;1PbF2-1;2PbF2-1,p-4m2;p-6m2;p-3m1;pmmn,2PbF2-1,5.805723742553335,4.397013724173844,0.07000992480741886,Yes,113,4.941320419311523,True,4-6
CoCl2,1CoBr2-2,CoBr2,p-3m1,72,P-3m1,Hexagonal (hp),3.528236792424544,0.022610865176922196,Yes,Br→Cl,0.755,2.96,3.16,0.20000000000000018,0.94,0.79,0.1499999999999999,0.1595744680851063,medium,True,CoCl2,p-3m1,p-3m1,True,True,known_material,4CoCl2-1;1CoCl2-1;1CoCl2-2;1CoCl2-3,pm2_1b;p-4m2;p-3m1;p-6m2,1CoCl2-2,3.7988512374437846,0.3509199720523193,0.020613191437690286,Yes,114,4.259696006774902,True,4-6
ZrO2,1TiO2-1,TiO2,p-3m1,72,P-3m1,Hexagonal (hp),5.218116611537117,0.13546633337948025,No,Ti→Zr,0.805,1.54,1.33,0.20999999999999996,1.76,2.06,0.30000000000000004,0.17045454545454547,medium,True,ZrO2,p-3m1,p-3m1,True,True,known_material,1ZrO2-3;1ZrO2-2;1ZrO2-1;4ZrO2-1,p-6m2;p-4m2;p-3m1;pbma,1ZrO2-1,6.508374322754187,4.448263427526731,0.21655976245711983,Yes,115,5.9491143226623535,True,4-6
HfO2,1TiO2-1,TiO2,p-3m1,72,P-3m1,Hexagonal (hp),5.218116611537117,0.13546633337948025,No,Ti→Hf,0.725,1.54,1.3,0.24,1.76,2.08,0.32000000000000006,0.18181818181818185,medium,True,HfO2,p-3m1,p-3m1,True,True,known_material,1HfO2-3;1HfO2-2;1HfO2-1;4HfO2-1,p-6m2;p-4m2;p-3m1;pb2_1a,1HfO2-1,6.592802877815347,4.776683869763798,0.21372639268207413,Yes,116,6.440641403198242,True,6-8
HgCl2,1HgF2-2,HgF2,p-4m2,59,P-4m2,Square (tp),3.874867141219684,0.16184249215828336,No,F→Cl,0.645,3.98,3.16,0.8199999999999998,0.42,0.79,0.37000000000000005,0.8809523809523812,high,True,HgCl2,p-4m2,p-4m2,True,True,known_material,1HgCl2-1;1HgCl2-3;1HgCl2-2,p-3m1;p-6m2;p-4m2,1HgCl2-2,3.707917201975317,2.467847069491337,0.03310305768601977,Yes,117,3.140035629272461,False,2-4
HgF2,1HgBr2-1,HgBr2,c2/m11,18,C2/m,Centered rectangular (oc),3.928346396544052,0.0,Yes,Br→F,0.61,2.96,3.98,1.02,0.94,0.42,0.52,0.5531914893617021,high,True,HgF2,c2/m11,c2/m11,True,False,known_composition_new_layergroup,2HgF2-1;1HgF2-2;1HgF2-1;1HgF2-3,pmmn;p-4m2;p-3m1;p-6m2,,,,,,118,4.05387544631958,True,4-6
MnCl2,1MnI2-2,MnI2,p-4m2,59,P-4m2,Square (tp),3.635663407590741,0.011557650363490287,Yes,I→Cl,0.58,2.66,3.16,0.5,1.15,0.79,0.3599999999999999,0.3130434782608695,high,True,MnCl2,p-4m2,p-4m2,True,True,known_material,1MnCl2-3;1MnCl2-1;1MnCl2-2;4MnCl2-1;3MnCl2-1,p-6m2;p-3m1;p-4m2;pmma;c211,1MnCl2-2,5.018603898240684,2.0248635991086785,0.035019493987076565,Yes,119,5.168716907501221,True,4-6
CdBr2,1CdF2-1,CdF2,p-3m1,72,P-3m1,Hexagonal (hp),5.854292806657696,0.051728733719581456,Yes,F→Br,0.615,3.98,2.96,1.02,0.42,0.94,0.52,1.2380952380952381,high,True,CdBr2,p-3m1,p-3m1,True,True,known_material,1CdBr2-1;1CdBr2-3;1CdBr2-2;8CdBr2-1;4CdBr2-1,p-3m1;p-6m2;p-4m2;cm2e;pbam,1CdBr2-1,4.158939328205569,3.069156177744195,0.0,Yes,120,2.593052387237549,False,2-4
BeF2,1MgF2-1,MgF2,p-3m1,72,P-3m1,Hexagonal (hp),9.796043658608728,0.07071396287776939,Yes,Mg→Be,0.76,1.31,1.57,0.26,1.45,1.12,0.32999999999999985,0.22758620689655162,medium,True,BeF2,p-3m1,p-3m1,True,False,known_composition_new_layergroup,2BeF2-1;4BeF2-1,pmma;p112/a,,,,,,121,11.064001083374023,True,10-12
ZnBr2,1ZnF2-2,ZnF2,p-4m2,59,P-4m2,Square (tp),6.911133958319651,0.11176624088838061,Yes,F→Br,0.765,3.98,2.96,1.02,0.42,0.94,0.52,1.2380952380952381,high,True,ZnBr2,p-4m2,p-4m2,True,True,known_material,1ZnBr2-1;1ZnBr2-3;1ZnBr2-2;2ZnBr2-1,p-4m2;p-6m2;p-3m1;pm2a,1ZnBr2-1,4.506822120290835,3.2723897035892007,1.4802973661668753e-16,Yes,122,2.6831884384155273,False,2-4
VCl2,1VBr2-1,VBr2,p-3m1,72,P-3m1,Hexagonal (hp),3.664788039287141,0.0,Yes,Br→Cl,0.605,2.96,3.16,0.20000000000000018,0.94,0.79,0.1499999999999999,0.1595744680851063,medium,True,VCl2,p-3m1,p-3m1,True,True,known_material,1VCl2-3;1VCl2-1;1VCl2-2;2VCl2-1,p-6m2;p-3m1;p-4m2;p2_1/m11,1VCl2-1,3.8935843543396267,1.3537333608201,0.0,Yes,123,3.444110870361328,True,2-4
LiICl4,2CsICl4-1,CsICl4,p4/mbm,63,P4/mbm,Square (tp),3.619991290746435,0.0,Yes,Cs→Li,0.855,0.79,0.98,0.18999999999999995,2.98,1.67,1.31,0.43959731543624164,high,True,LiICl4,p4/mbm,p4/mbm,False,False,new_composition,,,,,,,,124,3.4426164627075195,True,2-4
NaICl4,2CsICl4-1,CsICl4,p4/mbm,63,P4/mbm,Square (tp),3.619991290746435,0.0,Yes,Cs→Na,0.885,0.79,0.93,0.14,2.98,1.9,1.08,0.36241610738255037,high,True,NaICl4,p4/mbm,p4/mbm,False,False,new_composition,,,,,,,,125,3.912008762359619,True,2-4
KICl4,2CsICl4-1,CsICl4,p4/mbm,63,P4/mbm,Square (tp),3.619991290746435,0.0,Yes,Cs→K,0.925,0.79,0.82,0.029999999999999916,2.98,2.43,0.5499999999999998,0.18456375838926167,medium,True,KICl4,p4/mbm,p4/mbm,True,True,known_material,2IKCl4-1,p4/mbm,2IKCl4-1,3.5713791528926633,2.454893916365384,0.0024375808136693302,Yes,126,3.7342166900634766,True,2-4
CsCl4F,2CsICl4-1,CsICl4,p4/mbm,63,P4/mbm,Square (tp),3.619991290746435,0.0,Yes,I→F,0.835,2.66,3.98,1.3199999999999998,1.15,0.42,0.73,0.6347826086956522,high,True,CsCl4F,p4/mbm,p4/mbm,False,False,new_composition,,,,,,,,127,2.180198907852173,False,2-4
CsCl5,2CsICl4-1,CsICl4,p4/mbm,63,P4/mbm,Square (tp),3.619991290746435,0.0,Yes,I→Cl,0.935,2.66,3.16,0.5,1.15,0.79,0.3599999999999999,0.3130434782608695,high,True,CsCl5,p4/mbm,p4/mbm,True,True,known_material,2CsCl5-1,p4/mbm,2CsCl5-1,,,0.10360078372791366,Unknown,128,3.4549646377563477,True,2-4
CsBrCl4,2CsICl4-1,CsICl4,p4/mbm,63,P4/mbm,Square (tp),3.619991290746435,0.0,Yes,I→Br,0.895,2.66,2.96,0.2999999999999998,1.15,0.94,0.20999999999999996,0.18260869565217389,medium,True,CsBrCl4,p4/mbm,p4/mbm,True,True,known_material,2BrCsCl4-1,p4/mbm,2BrCsCl4-1,,2.374950192659284,4.440892098500626e-16,No,129,4.274888038635254,True,4-6
CsIF4,2CsICl4-1,CsICl4,p4/mbm,63,P4/mbm,Square (tp),3.619991290746435,0.0,Yes,Cl→F,0.86,3.16,3.98,0.8199999999999998,0.79,0.42,0.37000000000000005,0.4683544303797469,high,True,CsIF4,p4/mbm,p4/mbm,True,True,known_material,2CsIF4-1,p4/mbm,2CsIF4-1,4.762112361273225,3.294163777650754,0.0,Yes,130,-0.23011642694473267,False,
CsIBr4,2CsICl4-1,CsICl4,p4/mbm,63,P4/mbm,Square (tp),3.619991290746435,0.0,Yes,Cl→Br,0.735,3.16,2.96,0.20000000000000018,0.79,0.94,0.1499999999999999,0.18987341772151886,medium,True,CsIBr4,p4/mbm,p4/mbm,False,False,new_composition,,,,,,,,131,2.6513915061950684,False,2-4
CsI5,2CsICl4-1,CsICl4,p4/mbm,63,P4/mbm,Square (tp),3.619991290746435,0.0,Yes,Cl→I,0.705,3.16,2.66,0.5,0.79,1.15,0.3599999999999999,0.4556962025316454,high,True,CsI5,p4/mbm,p4/mbm,False,False,new_composition,,,,,,,,132,2.259766101837158,False,2-4
LiIF4,2CsIF4-1,CsIF4,p4/mbm,63,P4/mbm,Square (tp),4.762112361273225,0.0,Yes,Cs→Li,0.86,0.79,0.98,0.18999999999999995,2.98,1.67,1.31,0.43959731543624164,high,True,LiIF4,p4/mbm,p4/mbm,False,False,new_composition,,,,,,,,133,3.6655988693237305,True,2-4
NaIF4,2CsIF4-1,CsIF4,p4/mbm,63,P4/mbm,Square (tp),4.762112361273225,0.0,Yes,Cs→Na,0.855,0.79,0.93,0.14,2.98,1.9,1.08,0.36241610738255037,high,True,NaIF4,p4/mbm,p4/mbm,False,False,new_composition,,,,,,,,134,3.901287078857422,True,2-4
KIF4,2CsIF4-1,CsIF4,p4/mbm,63,P4/mbm,Square (tp),4.762112361273225,0.0,Yes,Cs→K,0.875,0.79,0.82,0.029999999999999916,2.98,2.43,0.5499999999999998,0.18456375838926167,medium,True,KIF4,p4/mbm,p4/mbm,True,True,known_material,2IKF4-1,p4/mbm,2IKF4-1,,3.0111592993590164,0.0,No,135,3.889059543609619,True,2-4
CsF5,2CsIF4-1,CsIF4,p4/mbm,63,P4/mbm,Square (tp),4.762112361273225,0.0,Yes,I→F,0.94,2.66,3.98,1.3199999999999998,1.15,0.42,0.73,0.6347826086956522,high,True,CsF5,p4/mbm,p4/mbm,False,False,new_composition,,,,,,,,136,1.8130755424499512,False,0-2
CsClF4,2CsIF4-1,CsIF4,p4/mbm,63,P4/mbm,Square (tp),4.762112361273225,0.0,Yes,I→Cl,0.85,2.66,3.16,0.5,1.15,0.79,0.3599999999999999,0.3130434782608695,high,True,CsClF4,p4/mbm,p4/mbm,True,True,known_material,2ClCsF4-1,p4/mbm,2ClCsF4-1,,3.753464039625782,0.0,No,137,5.202059268951416,True,4-6
CsBrF4,2CsIF4-1,CsIF4,p4/mbm,63,P4/mbm,Square (tp),4.762112361273225,0.0,Yes,I→Br,0.835,2.66,2.96,0.2999999999999998,1.15,0.94,0.20999999999999996,0.18260869565217389,medium,True,CsBrF4,p4/mbm,p4/mbm,True,True,known_material,2BrCsF4-1,p4/mbm,2BrCsF4-1,,3.560570635081239,0.0,No,138,3.575411796569824,True,2-4
