uid_x,fidelity,real,pred,abs_error,bias,uid_base,uid_y,reduced_formula,gap_pbe_2d,gap_pbe_bulk_mean,delta_gap_pbe,gap_hse_2d,gap_hse_bulk_mean,delta_gap_hse
2BrNZr-1_hse,1,2.7587313652038574,2.5347323417663574,0.2239990234375,-0.2239990234375,2BrNZr-1,2BrNZr-1,ZrBrN,1.6180290775462298,1.5690499999999998,0.0489790775462299,2.7587314781907537,2.366482,0.3922494781907537
1CaBr2-1_hse,1,6.286147117614746,5.650661945343018,0.6354851722717285,-0.6354851722717285,1CaBr2-1,1CaBr2-1,CaBr2,4.862661452815692,4.5304,0.3322614528156915,6.286147049980412,,
6ClRb-1_hse,1,5.9359660148620605,5.865216255187988,0.07074975967407227,-0.07074975967407227,6ClRb-1,6ClRb-1,RbCl,4.690534622382894,4.80935,-0.1188153776171061,5.935966092269205,6.05934832,-0.1233822277307945
4HgTe-1_hse,1,0.8990030288696289,0.31761619448661804,0.5813868343830109,-0.5813868343830109,4HgTe-1,4HgTe-1,HgTe,0.3725940839026161,0.0952399999999999,0.2773540839026162,0.8990030425799269,0.2113284,0.6876746425799269
4AsPdS-1_hse,1,1.5013790130615234,1.5508495569229126,0.04947054386138916,0.04947054386138916,4AsPdS-1,4AsPdS-1,AsPdS,0.8877018987290852,0.0,0.8877018987290852,1.501379022462774,0.0,1.501379022462774
2PdBr2-1_hse,1,2.0124354362487793,1.7582155466079712,0.2542198896408081,-0.2542198896408081,2PdBr2-1,2PdBr2-1,PdBr2,0.7085716988464807,0.8979,-0.1893283011535192,2.0124355433367564,,
2NiTe2-1_hse,1,1.7029218673706055,0.7415638566017151,0.9613580107688904,-0.9613580107688904,2NiTe2-1,2NiTe2-1,NiTe2,0.9207980008049976,0.0,0.9207980008049976,1.7029218107151665,,
2BiCuS2-1_hse,1,0.8958962559700012,0.33794835209846497,0.5579479038715363,-0.5579479038715363,2BiCuS2-1,2BiCuS2-1,CuBiS2,0.1355798025294423,0.4640000000000004,-0.328420197470558,0.8958962320138673,,
1CdBr2-3_hse,1,3.373303174972534,3.2730178833007812,0.10028529167175293,-0.10028529167175293,1CdBr2-3,1CdBr2-3,CdBr2,2.368673573505012,2.8921,-0.5234264264949879,3.373303256993041,,
1ISbSe-1_hse,1,1.5291528701782227,1.544189691543579,0.015036821365356445,0.015036821365356445,1ISbSe-1,1ISbSe-1,SbSeI,1.0117900268465283,1.3775999999999995,-0.3658099731534714,1.52915290375479,,
4LiSbO2-2_hse,1,4.469648838043213,4.342008590698242,0.1276402473449707,-0.1276402473449707,4LiSbO2-2,4LiSbO2-2,LiSbO2,3.296680897004721,2.0381,1.2585808970047214,4.4696488437103215,2.9014100000000003,1.5682388437103212
3MnI2-2_hse,1,3.8386383056640625,3.011047840118408,0.8275904655456543,-0.8275904655456543,3MnI2-2,3MnI2-2,MnI2,1.2940504463965947,1.1707,0.1233504463965946,3.838638266710042,,
2AgI-1_hse,1,2.7818496227264404,2.5547115802764893,0.22713804244995117,-0.22713804244995117,2AgI-1,2AgI-1,AgI,1.7684724011775892,1.0650857142857144,0.7033866868918748,2.7818495819334284,,
2BiBrS-1_hse,1,1.6210854053497314,1.4894764423370361,0.1316089630126953,-0.1316089630126953,2BiBrS-1,2BiBrS-1,BiSBr,0.9689056275620512,2.0287,-1.059794372437949,1.6210853973793533,2.583909,-0.9628236026206468
2YCl3-1_hse,1,6.725866317749023,6.457761764526367,0.26810455322265625,-0.26810455322265625,2YCl3-1,2YCl3-1,YCl3,5.1126171768740125,4.9301,0.182517176874013,6.725866120971198,,
4BrInTe-1_hse,1,2.763878583908081,2.3637027740478516,0.4001758098602295,-0.4001758098602295,4BrInTe-1,4BrInTe-1,InTeBr,2.0243073268428367,1.5714,0.4529073268428365,2.7638785081338555,,
2TlPt2S3-1_hse,1,2.073613405227661,2.325664520263672,0.25205111503601074,0.25205111503601074,2TlPt2S3-1,2TlPt2S3-1,TlPt2S3,1.2532971875202457,1.0242000000000004,0.2290971875202452,2.0736135055545284,1.6909550000000002,0.3826585055545282
2BrCrS-1_hse,1,2.022873640060425,2.2758116722106934,0.25293803215026855,0.25293803215026855,2BrCrS-1,2BrCrS-1,CrSBr,0.4554255772794899,0.1815999999999999,0.27382557727949,2.0228735407402265,,
1SiSe2-2_hse,1,1.072199821472168,1.6996842622756958,0.6274844408035278,0.6274844408035278,1SiSe2-2,1SiSe2-2,SiSe2,0.4668660373394264,2.0558,-1.5889339626605736,1.0721998639306771,,
4ClGaTe-1_hse,1,2.889765739440918,3.091701030731201,0.2019352912902832,0.2019352912902832,4ClGaTe-1,4ClGaTe-1,GaTeCl,2.1718292563346586,2.1702,0.0016292563346587,2.889765738822965,,
4SeSrO3-1_hse,1,6.00082540512085,5.8717217445373535,0.1291036605834961,-0.1291036605834961,4SeSrO3-1,4SeSrO3-1,SrSeO3,4.547200683982531,3.78695,0.7602506839825312,6.000825201016186,4.9951430000000006,1.0056822010161852
3AgCl-1_hse,1,3.209367275238037,3.5480523109436035,0.3386850357055664,0.3386850357055664,3AgCl-1,3AgCl-1,AgCl,1.937120428295921,0.7568,1.1803204282959203,3.209367309002789,,
2IKCl4-1_hse,1,3.5713791847229004,3.7651455402374268,0.19376635551452637,0.19376635551452637,2IKCl4-1,2IKCl4-1,KICl4,2.454893916365384,2.2151,0.2397939163653837,3.5713791528926637,,
1CCl2Sc2-1_hse,1,1.906841516494751,2.3683176040649414,0.46147608757019043,0.46147608757019043,1CCl2Sc2-1,1CCl2Sc2-1,Sc2CCl2,0.8829734436116761,0.8824000000000001,0.0005734436116759,1.906841458895328,,
2OsCl4-1_hse,1,1.0099430084228516,0.073735311627388,0.9362076967954636,-0.9362076967954636,2OsCl4-1,2OsCl4-1,OsCl4,0.2147218962362433,0.5104999999999998,-0.2957781037637564,1.0099430288568776,,
2CrPS4-1_hse,1,2.403926134109497,1.9886044263839722,0.4153217077255249,-0.4153217077255249,2CrPS4-1,2CrPS4-1,CrPS4,0.8192017285673383,0.6760000000000002,0.1432017285673381,2.403926064435742,2.0794300000000003,0.3244960644357415
2HfIN-1_hse,1,2.66399884223938,2.250340461730957,0.41365838050842285,-0.41365838050842285,2HfIN-1,2HfIN-1,HfIN,1.584659285494303,1.0064999999999995,0.5781592854943032,2.663998865763487,,
1PbCl2-3_hse,1,2.793997287750244,2.772429943084717,0.021567344665527344,-0.021567344665527344,1PbCl2-3,1PbCl2-3,PbCl2,1.9411278087281207,3.3060666666666663,-1.364938857938545,2.7939973448847515,,
2BrCaH-1_hse,1,5.531185626983643,5.464326858520508,0.06685876846313477,-0.06685876846313477,2BrCaH-1,2BrCaH-1,CaHBr,4.194451569662164,4.1139,0.0805515696621634,5.5311854491140044,,
2RuSe2-1_hse,1,1.595236897468567,1.9935201406478882,0.3982832431793213,0.3982832431793213,2RuSe2-1,2RuSe2-1,RuSe2,0.778794279676339,0.3113999999999999,0.467394279676339,1.5952369559102693,1.142039,0.4531979559102692
2GaInS3-1_hse,1,2.8306660652160645,2.321422576904297,0.5092434883117676,-0.5092434883117676,2GaInS3-1,2GaInS3-1,InGaS3,1.9812857092813,1.6761,0.3051857092812997,2.830666149988549,,
1CaCl2-1_hse,1,7.440699100494385,6.524722576141357,0.9159765243530273,-0.9159765243530273,1CaCl2-1,1CaCl2-1,CaCl2,5.783509188690621,5.428133333333332,0.3553758553572885,7.440699079502503,,
1YBr2-1_hse,1,0.9011866450309753,0.6365631818771362,0.2646234631538391,-0.2646234631538391,1YBr2-1,1YBr2-1,YBr2,0.3439815269581474,0.0,0.3439815269581474,0.9011866363623368,,
4GeAs2-1_hse,1,1.7288824319839478,1.547197699546814,0.1816847324371338,-0.1816847324371338,4GeAs2-1,4GeAs2-1,GeAs2,1.1857329186939616,0.7096999999999998,0.4760329186939618,1.7288823948976149,,
2RuS2-1_hse,1,1.5833182334899902,1.8504000902175903,0.2670818567276001,0.2670818567276001,2RuS2-1,2RuS2-1,RuS2,0.7254675520557208,0.6675999999999993,0.0578675520557214,1.5833182530472871,1.643238,-0.0599197469527126
2AuRbS-1_hse,1,1.7779406309127808,1.8456326723098755,0.06769204139709473,0.06769204139709473,2AuRbS-1,2AuRbS-1,RbAuS,1.210810376394556,1.9868,-0.775989623605444,1.777940610342215,2.904912,-1.1269713896577849
1SnBi2Te4-1_hse,1,0.3598504364490509,0.518564760684967,0.15871432423591614,0.15871432423591614,1SnBi2Te4-1,1SnBi2Te4-1,Sn(BiTe2)2,0.0139039550444879,0.2853499999999997,-0.2714460449555118,0.3598504423531097,,
1SnCl2-1_hse,1,3.1840789318084717,3.258117914199829,0.07403898239135742,0.07403898239135742,1SnCl2-1,1SnCl2-1,SnCl2,2.323855177277699,3.1011,-0.777244822722301,3.1840789530976403,,
2GaI3-1_hse,1,1.8843814134597778,2.3416848182678223,0.45730340480804443,0.45730340480804443,2GaI3-1,2GaI3-1,GaI3,1.1525031155826635,2.3617,-1.2091968844173362,1.8843814183655476,,
2AlSiTe3-1_hse,1,1.6725993156433105,2.046987533569336,0.3743882179260254,0.3743882179260254,2AlSiTe3-1,2AlSiTe3-1,AlSiTe3,1.1145255929465998,1.2504,-0.1358744070534001,1.6725993338562848,1.998409,-0.3258096661437153
4SiP2-1_hse,1,2.2984800338745117,2.3954505920410156,0.0969705581665039,0.0969705581665039,4SiP2-1,4SiP2-1,SiP2,1.5391928642475277,0.7086999999999999,0.8304928642475278,2.298479966428764,,
1HfSe2-2_hse,1,1.6264218091964722,1.6271754503250122,0.0007536411285400391,0.0007536411285400391,1HfSe2-2,1HfSe2-2,HfSe2,0.8124846207995429,0.5535999999999999,0.258884620799543,1.6264218685104428,,
1HgCl2O2Pb2-1_hse,1,3.761226177215576,3.8160836696624756,0.054857492446899414,0.054857492446899414,1HgCl2O2Pb2-1,1HgCl2O2Pb2-1,HgPb2(ClO)2,2.622896263186152,2.2432000000000003,0.3796962631861516,3.7612261898372834,,
2In2S3-1_hse,1,2.5810346603393555,2.1406848430633545,0.440349817276001,-0.440349817276001,2In2S3-1,2In2S3-1,In2S3,1.7397353703707297,0.6736749999999999,1.06606037037073,2.581034625806613,,
2PbSe-1_hse,1,1.3115477561950684,1.0127756595611572,0.29877209663391113,-0.29877209663391113,2PbSe-1,2PbSe-1,PbSe,0.7889027582023045,0.6778333333333334,0.111069424868971,1.311547809038306,,
2WCl3-3_hse,1,1.1649142503738403,1.454851746559143,0.28993749618530273,0.28993749618530273,2WCl3-3,2WCl3-3,WCl3,0.7060960203070253,0.0,0.7060960203070253,1.1649142614732115,,
2OsO2-1_hse,1,1.004622459411621,1.8756822347640991,0.871059775352478,0.871059775352478,2OsO2-1,2OsO2-1,OsO2,0.1691388366556743,0.0,0.1691388366556743,1.0046225066191854,,
2CrCl3-1_hse,1,4.047036170959473,4.092754364013672,0.04571819305419922,0.04571819305419922,2CrCl3-1,2CrCl3-1,CrCl3,1.735204358611071,1.4592333333333334,0.2759710252777376,4.0470361313119145,,
3BrK-1_hse,1,5.31059455871582,5.338249683380127,0.02765512466430664,0.02765512466430664,3BrK-1,3BrK-1,KBr,4.224061183717379,4.0939,0.1301611837173792,5.310594358298797,5.50756926,-0.1969749017012025
4TiSe2-1_hse,1,0.03617563843727112,0.264369934797287,0.22819429636001587,0.22819429636001587,4TiSe2-1,4TiSe2-1,TiSe2,0.0440654067536823,0.0,0.0440654067536823,0.0361756376238124,,
1MgB2H8-1_hse,1,7.486423969268799,7.803082466125488,0.31665849685668945,0.31665849685668945,1MgB2H8-1,1MgB2H8-1,Mg(BH4)2,6.082173090564821,6.0799,0.0022730905648202,7.486423969633201,,
2ClMnSbS2-1_hse,1,1.6188642978668213,1.5239427089691162,0.09492158889770508,-0.09492158889770508,2ClMnSbS2-1,2ClMnSbS2-1,MnSbS2Cl,0.3548686789929185,0.8681999999999999,-0.5133313210070813,1.618864346311442,,
1GeO2-2_hse,1,4.8629374504089355,4.339336395263672,0.5236010551452637,-0.5236010551452637,1GeO2-2,1GeO2-2,GeO2,3.0064733589773707,1.8415833333333331,1.164890025644037,4.862937273723688,2.524122,2.338815273723688
2CKSF3O3-1_hse,1,7.673819065093994,7.471487522125244,0.20233154296875,-0.20233154296875,2CKSF3O3-1,2CKSF3O3-1,KCS(OF)3,5.904051683439757,5.2646,0.6394516834397574,7.673819026588019,,
1BiClS-2_hse,1,2.2714109420776367,1.7091370820999146,0.5622738599777222,-0.5622738599777222,1BiClS-2,1BiClS-2,BiSCl,1.4303030518458295,1.9601,-0.5297969481541704,2.2714109419767974,,
1AgBiP2Se6-1_hse,1,1.9791375398635864,1.8082404136657715,0.17089712619781494,-0.17089712619781494,1AgBiP2Se6-1,1AgBiP2Se6-1,AgBi(PSe3)2,1.1007591302681417,1.2778,-0.1770408697318584,1.979137521853288,,
1MoSeTe-1_hse,1,1.594014048576355,1.4696522951126099,0.12436175346374512,-0.12436175346374512,1MoSeTe-1,1MoSeTe-1,TeMoSe,1.135952912235493,0.1720800000000001,0.9638729122354928,1.5940140850839075,,
2SeAg2-1_hse,1,2.0703141689300537,2.649503707885742,0.5791895389556885,0.5791895389556885,2SeAg2-1,2SeAg2-1,Ag2Se,1.250561441453233,0.3687333333333333,0.8818281081198995,2.070314074134185,0.5738669999999999,1.4964470741341849
1MnCl2-2_hse,1,5.018603801727295,4.79268741607666,0.22591638565063477,-0.22591638565063477,1MnCl2-2,1MnCl2-2,MnCl2,2.0248635991086785,1.7923,0.2325635991086785,5.018603898240684,,
1SNb3I7-1_hse,1,1.234822154045105,1.0978319644927979,0.13699018955230713,-0.13699018955230713,1SNb3I7-1,1SNb3I7-1,Nb3SI7,0.5127029205762099,0.5787,-0.06599707942379,1.23482220921686,,
4As-1_hse,1,1.3237041234970093,1.2934447526931763,0.030259370803833008,-0.030259370803833008,4As-1,4As-1,As,0.8347269690251125,0.0,0.8347269690251125,1.323704129201133,0.0,1.323704129201133
1CdCl2-3_hse,1,4.344091892242432,4.013363361358643,0.33072853088378906,-0.33072853088378906,1CdCl2-3,1CdCl2-3,CdCl2,3.0976983811405514,3.5179,-0.4202016188594486,4.344091830424737,4.6494824,-0.3053905695752634
2ClCuHgS-1_hse,1,2.3456947803497314,2.299285411834717,0.04640936851501465,-0.04640936851501465,2ClCuHgS-1,2ClCuHgS-1,CuHgSCl,0.7917625204408663,0.5657999999999999,0.2259625204408664,2.3456947631603438,,
2AlInS3-1_hse,1,3.282748222351074,3.0548927783966064,0.22785544395446777,-0.22785544395446777,2AlInS3-1,2AlInS3-1,AlInS3,2.372044436201712,2.3614,0.0106444362017121,3.282748153919409,,
6AuI-1_hse,1,1.703405499458313,1.9743720293045044,0.2709665298461914,0.2709665298461914,6AuI-1,6AuI-1,AuI,1.0792959237041442,2.0853,-1.006004076295856,1.7034054648996435,3.101495,-1.3980895351003562
1STl2-1_hse,1,1.9651306867599487,1.6622852087020874,0.30284547805786133,-0.30284547805786133,1STl2-1,1STl2-1,Tl2S,1.4433134603752338,0.6777,0.7656134603752338,1.9651306434650568,,
1CdBr2-1_hse,1,4.158939361572266,3.875858783721924,0.2830805778503418,-0.2830805778503418,1CdBr2-1,1CdBr2-1,CdBr2,3.069156177744195,2.8921,0.1770561777441952,4.158939328205569,,
4In2Se3-1_hse,1,2.08076548576355,2.2894554138183594,0.20868992805480957,0.20868992805480957,4In2Se3-1,4In2Se3-1,In2Se3,1.2786096760872128,0.6328,0.6458096760872127,2.080765452118412,0.0,2.080765452118412
6FRb-1_hse,1,6.807472229003906,6.4540486335754395,0.3534235954284668,-0.3534235954284668,6FRb-1,6FRb-1,RbF,4.832612612534684,5.714449999999999,-0.8818373874653158,6.807471996379856,7.28002463,-0.4725526336201433
2NiTa2Se5-1_hse,1,0.17373041808605194,0.22832980751991272,0.05459938943386078,0.05459938943386078,2NiTa2Se5-1,2NiTa2Se5-1,Ta2NiSe5,0.0322883178860307,0.0,0.0322883178860307,0.1737304107700756,,
1BaI2-2_hse,1,4.273588180541992,4.795088291168213,0.5215001106262207,0.5215001106262207,1BaI2-2,1BaI2-2,BaI2,3.332387922482764,3.2512000000000003,0.0811879224827634,4.273588336806361,4.619377999999999,-0.3457896631936386
2NbOBr2-1_hse,1,1.9228322505950928,2.092574119567871,0.16974186897277832,0.16974186897277832,2NbOBr2-1,2NbOBr2-1,NbBr2O,1.0381789909084982,0.9038000000000002,0.134378990908498,1.922832307406365,,
2PbTe-1_hse,1,0.8778946399688721,0.611551821231842,0.26634281873703003,-0.26634281873703003,2PbTe-1,2PbTe-1,TePb,0.4453871101083335,0.5092666666666666,-0.0638795565583331,0.8778946428416765,1.1264639900000002,-0.2485693471583236
